plasmid,start,end,direction,gene_name,type,product
DH5a_AziR_reorientated_DnaA,2188136,2189645,<=,Putative GTP-binding protein YdgA,CDS,Putative GTP-binding protein YdgA
DH5a_AziR_reorientated_DnaA,2189745,2190921,<=,Mannose-6-phosphate isomerase,CDS,Mannose-6-phosphate isomerase (EC 5.3.1.8)
DH5a_AziR_reorientated_DnaA,2191119,2192766,=>,"Fumarate hydratase class I, aerobic",CDS,"Fumarate hydratase class I, aerobic (EC 4.2.1.2)"
DH5a_AziR_reorientated_DnaA,2192908,2194312,=>,Fumarate hydratase class II,CDS,Fumarate hydratase class II (EC 4.2.1.2)
DH5a_AziR_reorientated_DnaA,2194308,2195238,<=,DNA replication terminus site-binding protein,CDS,DNA replication terminus site-binding protein
DH5a_AziR_reorientated_DnaA,2195313,2196615,<=,Sensory histidine kinase in two-component regul,CDS,Sensory histidine kinase in two-component regulatory system with RstA
DH5a_AziR_reorientated_DnaA,2196618,2197338,<=,Two-component transcriptional response regulato,CDS,Two-component transcriptional response regulator RstA
DH5a_AziR_reorientated_DnaA,2197466,2197802,=>,Inner membrane protein YdgC,CDS,Inner membrane protein YdgC
DH5a_AziR_reorientated_DnaA,2197798,2198521,<=,FolM Alternative dihydrofolate reductase 1,CDS,FolM Alternative dihydrofolate reductase 1
DH5a_AziR_reorientated_DnaA,2198557,2199940,<=,Arginine/ornithine antiporter ArcD,CDS,Arginine/ornithine antiporter ArcD
DH5a_AziR_reorientated_DnaA,2200125,2201070,<=,Protein YdgH,CDS,Protein YdgH
DH5a_AziR_reorientated_DnaA,2201539,2203126,=>,NAD,CDS,NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2) / NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)
DH5a_AziR_reorientated_DnaA,2203136,2204525,=>,NAD,CDS,NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)
DH5a_AziR_reorientated_DnaA,2204549,2205584,<=,AI-2 transport protein TqsA,CDS,AI-2 transport protein TqsA
DH5a_AziR_reorientated_DnaA,2205995,2206361,=>,Spermidine export protein MdtJ,CDS,Spermidine export protein MdtJ
DH5a_AziR_reorientated_DnaA,2206347,2206677,=>,Spermidine export protein MdtI,CDS,Spermidine export protein MdtI
DH5a_AziR_reorientated_DnaA,2206715,2207537,<=,Uncharacterized serine protease YdgD,CDS,Uncharacterized serine protease YdgD
DH5a_AziR_reorientated_DnaA,2207812,2208148,<=,Acid shock protein precursor,CDS,Acid shock protein precursor
DH5a_AziR_reorientated_DnaA,2208544,2209798,<=,Uncharacterized MFS-type transporter YnfM,CDS,Uncharacterized MFS-type transporter YnfM
DH5a_AziR_reorientated_DnaA,2209904,2210798,=>,LysR family transcriptional regulator YnfL,CDS,LysR family transcriptional regulator YnfL
DH5a_AziR_reorientated_DnaA,2210932,2212153,=>,"Mlc, transcriptional repressor of MalT",CDS,"Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon"
DH5a_AziR_reorientated_DnaA,2212277,2212973,=>,Dethiobiotin synthase BioD,CDS,Dethiobiotin synthase BioD (EC 6.3.3.3)
DH5a_AziR_reorientated_DnaA,2212925,2214182,<=,Voltage-gated ClC-type chloride channel ClcB,CDS,Voltage-gated ClC-type chloride channel ClcB
DH5a_AziR_reorientated_DnaA,2214376,2214991,<=,Anaerobic dimethyl sulfoxide reductase chaperon,CDS,Anaerobic dimethyl sulfoxide reductase chaperone DmsD
DH5a_AziR_reorientated_DnaA,2215033,2215888,<=,Anaerobic selenate reductase protein YnfH,CDS,Anaerobic selenate reductase protein YnfH
DH5a_AziR_reorientated_DnaA,2215889,2216507,<=,Anaerobic dimethyl sulfoxide reductase chain B,CDS,"Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3), iron-sulfur binding subunit"
DH5a_AziR_reorientated_DnaA,2216517,2218914,<=,"Anaerobic selenate reductase, molybdenum cofact",CDS,"Anaerobic selenate reductase, molybdenum cofactor-containing periplasmic protein"
DH5a_AziR_reorientated_DnaA,2219001,2221428,<=,"Anaerobic selenate reductase, molybdenum cofact",CDS,"Anaerobic selenate reductase, molybdenum cofactor-containing periplasmic protein"
DH5a_AziR_reorientated_DnaA,2221626,2221932,<=,Uncharacterized protein YnfE,CDS,Uncharacterized protein YnfE
DH5a_AziR_reorientated_DnaA,2222003,2222750,=>,UPF0257 lipoprotein YnfC,CDS,UPF0257 lipoprotein YnfC
DH5a_AziR_reorientated_DnaA,2222752,2223313,<=,Spermidine N1-acetyltransferase,CDS,Spermidine N1-acetyltransferase (EC 2.3.1.57)
DH5a_AziR_reorientated_DnaA,2223347,2223689,<=,UPF0482 protein YnfB,CDS,UPF0482 protein YnfB
DH5a_AziR_reorientated_DnaA,2223823,2224150,=>,UPF0060 membrane protein YnfA,CDS,UPF0060 membrane protein YnfA
DH5a_AziR_reorientated_DnaA,2224355,2225570,=>,Mannonate dehydratase,CDS,Mannonate dehydratase (EC 4.2.1.8)
DH5a_AziR_reorientated_DnaA,2225581,2226601,=>,Starvation sensing protein RspB,CDS,Starvation sensing protein RspB
DH5a_AziR_reorientated_DnaA,2226788,2227985,<=,Phage integrase,CDS,Phage integrase
DH5a_AziR_reorientated_DnaA,2227959,2228502,<=,Transposase InsD for insertion element IS2,CDS,Transposase InsD for insertion element IS2
DH5a_AziR_reorientated_DnaA,2228498,2229419,<=,Exodeoxyribonuclease VIII,CDS,Exodeoxyribonuclease VIII (EC 3.1.11.-)
DH5a_AziR_reorientated_DnaA,2229511,2229703,<=,"Uncharacterized protein, YdfD family",CDS,"Uncharacterized protein, YdfD family"
DH5a_AziR_reorientated_DnaA,2229699,2229888,<=,Cell division inhibition protein DicB,CDS,Cell division inhibition protein DicB
DH5a_AziR_reorientated_DnaA,2229916,2230087,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2230287,2230452,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2230455,2230674,<=,"Uncharacterized protein, YdfC family",CDS,"Uncharacterized protein, YdfC family"
DH5a_AziR_reorientated_DnaA,2230703,2230832,<=,Uncharacterized protein YdfB,CDS,Uncharacterized protein YdfB
DH5a_AziR_reorientated_DnaA,2230833,2230989,<=,"Phage head, head-DNA stabilization protein D",CDS,"Phage head, head-DNA stabilization protein D"
DH5a_AziR_reorientated_DnaA,2231155,2231563,<=,Phage transcriptional regulator cro,CDS,Phage transcriptional regulator cro
DH5a_AziR_reorientated_DnaA,2231646,2231877,=>,"Protein DicC, repressor of division inhibition",CDS,"Protein DicC, repressor of division inhibition gene dicB"
DH5a_AziR_reorientated_DnaA,2231860,2232151,=>,Phage activator protein cII,CDS,Phage activator protein cII
DH5a_AziR_reorientated_DnaA,2232147,2232375,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2232759,2233092,<=,Protein FlxA,CDS,Protein FlxA (FliA regulated)
DH5a_AziR_reorientated_DnaA,2233624,2233864,=>,RelB/StbD replicon stabilization protein,CDS,RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)
DH5a_AziR_reorientated_DnaA,2233863,2234151,=>,mRNA interferase RelE,CDS,mRNA interferase RelE
DH5a_AziR_reorientated_DnaA,2234222,2234378,=>,prophage maintenance,CDS,prophage maintenance; modulation of host cell killing
DH5a_AziR_reorientated_DnaA,2234416,2234533,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2234594,2234846,=>,Antitoxin Rem,CDS,Antitoxin Rem
DH5a_AziR_reorientated_DnaA,2235192,2236242,=>,Phage protein YdfU family,CDS,Phage protein YdfU family
DH5a_AziR_reorientated_DnaA,2236255,2237008,=>,Phage antitermination protein Q,CDS,Phage antitermination protein Q
DH5a_AziR_reorientated_DnaA,2237429,2237642,<=,Cold shock protein of CSP family => CspF/CspH,CDS,Cold shock protein of CSP family => CspF/CspH (naming convention as in E.coli)
DH5a_AziR_reorientated_DnaA,2237942,2238158,=>,Cold shock protein of CSP family => CspB/CspG/C,CDS,Cold shock protein of CSP family => CspB/CspG/CspI (naming convention as in E.coli)
DH5a_AziR_reorientated_DnaA,2238759,2238879,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2238920,2239127,=>,Phage holin/antiholin component S,CDS,Phage holin/antiholin component S
DH5a_AziR_reorientated_DnaA,2239131,2239443,=>,"Uncharacterized protein, YdfR family",CDS,"Uncharacterized protein, YdfR family"
DH5a_AziR_reorientated_DnaA,2239439,2239973,=>,Phage lysozyme R,CDS,Phage lysozyme R (EC 3.2.1.17)
DH5a_AziR_reorientated_DnaA,2239969,2240467,=>,Uncharacterized protein RzpQ,CDS,Uncharacterized protein RzpQ
DH5a_AziR_reorientated_DnaA,2240829,2241042,=>,Cold shock protein of CSP family => CspB/CspG/C,CDS,Cold shock protein of CSP family => CspB/CspG/CspI (naming convention as in E.coli)
DH5a_AziR_reorientated_DnaA,2241714,2241888,=>,GnsB protein,CDS,GnsB protein
DH5a_AziR_reorientated_DnaA,2242039,2242450,<=,Phage protein YbcV,CDS,Phage protein YbcV
DH5a_AziR_reorientated_DnaA,2242507,2242681,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2242756,2242870,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2243129,2243699,=>,"Phage head, terminase subunit Nu1",CDS,"Phage head, terminase subunit Nu1"
DH5a_AziR_reorientated_DnaA,2243649,2244612,=>,"Phage tail fiber, side tail fiber protein Stf",CDS,"Phage tail fiber, side tail fiber protein Stf"
DH5a_AziR_reorientated_DnaA,2244611,2245187,=>,"Phage tail fiber, tail fiber assembly protein Tfa",CDS,"Phage tail fiber, tail fiber assembly protein Tfa"
DH5a_AziR_reorientated_DnaA,2245284,2245875,<=,"Serine recombinase, PinQ/PinR-type",CDS,"Serine recombinase, PinQ/PinR-type"
DH5a_AziR_reorientated_DnaA,2246191,2246425,<=,"Uncharacterized protein, YnaE family",CDS,"Uncharacterized protein, YnaE family"
DH5a_AziR_reorientated_DnaA,2247211,2248495,=>,Uncharacterized MFS-type transporter YdfJ,CDS,Uncharacterized MFS-type transporter YdfJ
DH5a_AziR_reorientated_DnaA,2248583,2250044,=>,D-mannonate oxidoreductase,CDS,D-mannonate oxidoreductase (EC 1.1.1.57)
DH5a_AziR_reorientated_DnaA,2250078,2250282,<=,Putative selenium-binding protein YdfZ,CDS,Putative selenium-binding protein YdfZ
DH5a_AziR_reorientated_DnaA,2250458,2251145,<=,"Transcriptional regulator YdfH, GntR family",CDS,"Transcriptional regulator YdfH, GntR family"
DH5a_AziR_reorientated_DnaA,2251233,2251980,<=,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,CDS,NADP-dependent 3-hydroxy acid dehydrogenase YdfG (EC 1.1.1.381) @ 3-hydroxypropionate dehydrogenase (EC 1.1.1.298)
DH5a_AziR_reorientated_DnaA,2252116,2254162,=>,Dipeptidyl carboxypeptidase Dcp,CDS,Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)
DH5a_AziR_reorientated_DnaA,2254205,2254724,<=,"Nicotinamide-nucleotide amidase paralog YdeJ, n",CDS,"Nicotinamide-nucleotide amidase paralog YdeJ, no functional activity"
DH5a_AziR_reorientated_DnaA,2254999,2255392,=>,Putative periplasmic protein,CDS,Putative periplasmic protein
DH5a_AziR_reorientated_DnaA,2255646,2256537,=>,Diguanylate cyclase,CDS,Diguanylate cyclase (EC 2.7.7.65) => Zinc-regulated DgcZ
DH5a_AziR_reorientated_DnaA,2256574,2256691,=>,FIG01069204: hypothetical protein,CDS,FIG01069204: hypothetical protein
DH5a_AziR_reorientated_DnaA,2256755,2256851,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2256977,2258165,<=,Putative transport protein,CDS,Putative transport protein
DH5a_AziR_reorientated_DnaA,2258359,2259259,=>,Permease of the drug/metabolite transporter,CDS,Permease of the drug/metabolite transporter (DMT) superfamily
DH5a_AziR_reorientated_DnaA,2259289,2259508,<=,Multiple antibiotic resistance protein MarB,CDS,Multiple antibiotic resistance protein MarB
DH5a_AziR_reorientated_DnaA,2259539,2259923,<=,Multiple antibiotic resistance protein MarA,CDS,Multiple antibiotic resistance protein MarA
DH5a_AziR_reorientated_DnaA,2259942,2260377,<=,Multiple antibiotic resistance protein MarR,CDS,Multiple antibiotic resistance protein MarR
DH5a_AziR_reorientated_DnaA,2260588,2261254,=>,UPF0056 inner membrane protein MarC,CDS,UPF0056 inner membrane protein MarC
DH5a_AziR_reorientated_DnaA,2261278,2262469,<=,Probable sugar efflux transporter,CDS,Probable sugar efflux transporter
DH5a_AziR_reorientated_DnaA,2262618,2263734,<=,Uncharacterized protein YneK,CDS,Uncharacterized protein YneK
DH5a_AziR_reorientated_DnaA,2263811,2264693,<=,LysR family transcriptional regulator YneJ,CDS,LysR family transcriptional regulator YneJ
DH5a_AziR_reorientated_DnaA,2264793,2266182,=>,Succinate-semialdehyde dehydrogenase [NAD],CDS,Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)
DH5a_AziR_reorientated_DnaA,2266245,2267172,=>,Glutaminase,CDS,Glutaminase (EC 3.5.1.2)
DH5a_AziR_reorientated_DnaA,2267171,2267531,=>,Uncharacterized protein YneG,CDS,Uncharacterized protein YneG
DH5a_AziR_reorientated_DnaA,2267642,2268590,=>,Diguanylate cyclase,CDS,Diguanylate cyclase (EC 2.7.7.65) => DgcF
DH5a_AziR_reorientated_DnaA,2268540,2268672,=>,Uncharacterized GGDEF domain protein YneF,CDS,Uncharacterized GGDEF domain protein YneF
DH5a_AziR_reorientated_DnaA,2268816,2270268,=>,Altronate oxidoreductase,CDS,Altronate oxidoreductase (EC 1.1.1.58)
DH5a_AziR_reorientated_DnaA,2270474,2271389,=>,UPF0187 protein YneE,CDS,UPF0187 protein YneE
DH5a_AziR_reorientated_DnaA,2271392,2272151,<=,Trans-aconitate 2-methyltransferase,CDS,Trans-aconitate 2-methyltransferase (EC 2.1.1.144)
DH5a_AziR_reorientated_DnaA,2272207,2272498,<=,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32)",CDS,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32)"
DH5a_AziR_reorientated_DnaA,2272521,2273397,<=,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiol",CDS,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)"
DH5a_AziR_reorientated_DnaA,2273423,2274446,<=,Autoinducer 2,CDS,"Autoinducer 2 (AI-2) ABC transporter, substrate-binding protein"
DH5a_AziR_reorientated_DnaA,2274457,2275450,<=,Autoinducer 2,CDS,"Autoinducer 2 (AI-2) ABC transporter, permease protein LsrD"
DH5a_AziR_reorientated_DnaA,2275449,2276478,<=,Autoinducer 2,CDS,"Autoinducer 2 (AI-2) ABC transporter, permease protein LsrC"
DH5a_AziR_reorientated_DnaA,2276471,2278007,<=,Autoinducer 2,CDS,"Autoinducer 2 (AI-2) ABC transporter, dimeric ATP-binding protein"
DH5a_AziR_reorientated_DnaA,2278255,2279209,=>,"LsrR, transcriptional repressor of lsr operon",CDS,"LsrR, transcriptional repressor of lsr operon"
DH5a_AziR_reorientated_DnaA,2279287,2280880,=>,Autoinducer 2,CDS,Autoinducer 2 (AI-2) kinase LsrK (EC 2.7.1.-)
DH5a_AziR_reorientated_DnaA,2281410,2285388,=>,Uncharacterized lipoprotein YdeK,CDS,Uncharacterized lipoprotein YdeK
DH5a_AziR_reorientated_DnaA,2285431,2286832,=>,Putative ATP-binding component of a transport s,CDS,Putative ATP-binding component of a transport system and adhesin protein
DH5a_AziR_reorientated_DnaA,2287054,2287321,=>,HipB protein @ Antitoxin HigA,CDS,HipB protein @ Antitoxin HigA
DH5a_AziR_reorientated_DnaA,2287320,2288643,=>,Toxin HigB / Protein kinase domain of HipA,CDS,Toxin HigB / Protein kinase domain of HipA
DH5a_AziR_reorientated_DnaA,2289495,2290644,=>,Putative uncharacterized membrane protein YdeT,CDS,Putative uncharacterized membrane protein YdeT
DH5a_AziR_reorientated_DnaA,2290657,2291188,=>,Uncharacterized fimbrial-like protein YdeS,CDS,Uncharacterized fimbrial-like protein YdeS
DH5a_AziR_reorientated_DnaA,2291200,2291704,=>,Type 1 fimbrae adaptor subunit FimG,CDS,Type 1 fimbrae adaptor subunit FimG
DH5a_AziR_reorientated_DnaA,2291762,2292677,=>,mannose-specific adhesin FimH,CDS,mannose-specific adhesin FimH
DH5a_AziR_reorientated_DnaA,2293010,2295290,=>,Putative formate dehydrogenase oxidoreductase p,CDS,Putative formate dehydrogenase oxidoreductase protein
DH5a_AziR_reorientated_DnaA,2295537,2295735,=>,Two-component-system connector protein SafA,CDS,Two-component-system connector protein SafA
DH5a_AziR_reorientated_DnaA,2295809,2296571,=>,"Transcriptional regulator YdeO, AraC family",CDS,"Transcriptional regulator YdeO, AraC family"
DH5a_AziR_reorientated_DnaA,2296972,2298655,=>,N-acetylgalactosamine 6-sulfate sulfatase,CDS,N-acetylgalactosamine 6-sulfate sulfatase (GALNS)
DH5a_AziR_reorientated_DnaA,2298706,2299864,=>,GALNS arylsulfatase regulator,CDS,GALNS arylsulfatase regulator (Fe-S oxidoreductase)
DH5a_AziR_reorientated_DnaA,2300154,2301840,=>,ABC transporter ATP-binding protein YddA,CDS,ABC transporter ATP-binding protein YddA
DH5a_AziR_reorientated_DnaA,2301877,2304250,=>,Uncharacterized protein YddB,CDS,Uncharacterized protein YddB
DH5a_AziR_reorientated_DnaA,2304306,2307090,=>,Probable zinc protease pqqL,CDS,Probable zinc protease pqqL (EC 3.4.99.-)
DH5a_AziR_reorientated_DnaA,2307219,2307333,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2307451,2308852,=>,Glutamate decarboxylase,CDS,Glutamate decarboxylase (EC 4.1.1.15)
DH5a_AziR_reorientated_DnaA,2309007,2310543,=>,Probable glutamate/gamma-aminobutyrate antiporter,CDS,Probable glutamate/gamma-aminobutyrate antiporter
DH5a_AziR_reorientated_DnaA,2310673,2311993,=>,COG1649 predicted glycoside hydrolase,CDS,COG1649 predicted glycoside hydrolase
DH5a_AziR_reorientated_DnaA,2312356,2313739,=>,Diguanylate cyclase,CDS,Diguanylate cyclase (EC 2.7.7.65) => Globin-coupled heme-based oxygen sensor DgcO
DH5a_AziR_reorientated_DnaA,2313739,2316163,=>,c-di-GMP phosphodiesterase,CDS,"c-di-GMP phosphodiesterase (EC 3.1.4.52) => Heme-regulated, oxygen sensor PdeO"
DH5a_AziR_reorientated_DnaA,2316420,2317002,=>,D-alanyl-D-alanine dipeptidase,CDS,D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)
DH5a_AziR_reorientated_DnaA,2317015,2318566,=>,"D,D-dipeptide ABC transporter, substrate-bindin",CDS,"D,D-dipeptide ABC transporter, substrate-binding protein DdpA"
DH5a_AziR_reorientated_DnaA,2318567,2319590,=>,"D,D-dipeptide ABC transporter, permease protein",CDS,"D,D-dipeptide ABC transporter, permease protein DdpB"
DH5a_AziR_reorientated_DnaA,2319586,2320483,=>,"D,D-dipeptide ABC transporter, permease protein",CDS,"D,D-dipeptide ABC transporter, permease protein DdpC"
DH5a_AziR_reorientated_DnaA,2320479,2321466,=>,"D,D-dipeptide ABC transporter, ATP-binding prot",CDS,"D,D-dipeptide ABC transporter, ATP-binding protein DdpD"
DH5a_AziR_reorientated_DnaA,2321458,2322385,=>,"D,D-dipeptide ABC transporter, ATP-binding prot",CDS,"D,D-dipeptide ABC transporter, ATP-binding protein DdpF"
DH5a_AziR_reorientated_DnaA,2322440,2322872,<=,Peroxiredoxin OsmC,CDS,Peroxiredoxin OsmC (EC 1.11.1.15)
DH5a_AziR_reorientated_DnaA,2323216,2323432,=>,Bdm protein,CDS,Bdm protein
DH5a_AziR_reorientated_DnaA,2323533,2323671,=>,Stationary-phase-induced ribosome-associated pr,CDS,Stationary-phase-induced ribosome-associated protein
DH5a_AziR_reorientated_DnaA,2323827,2325525,=>,NAD-dependent malic enzyme,CDS,NAD-dependent malic enzyme (EC 1.1.1.38)
DH5a_AziR_reorientated_DnaA,2325658,2326669,=>,Alcohol dehydrogenase,CDS,Alcohol dehydrogenase (EC 1.1.1.1)
DH5a_AziR_reorientated_DnaA,2326814,2327099,=>,Antitoxin HigA,CDS,Antitoxin HigA
DH5a_AziR_reorientated_DnaA,2327505,2328159,<=,Formate dehydrogenase N gamma subunit,CDS,Formate dehydrogenase N gamma subunit (EC 1.2.1.2)
DH5a_AziR_reorientated_DnaA,2328151,2329036,<=,Formate dehydrogenase N beta subunit,CDS,Formate dehydrogenase N beta subunit (EC 1.2.1.2)
DH5a_AziR_reorientated_DnaA,2329048,2332096,<=,Formate dehydrogenase N alpha subunit,CDS,Formate dehydrogenase N alpha subunit (EC 1.2.1.2) @ selenocysteine-containing
DH5a_AziR_reorientated_DnaA,2332384,2333209,=>,Permease of the drug/metabolite transporter,CDS,Permease of the drug/metabolite transporter (DMT) superfamily
DH5a_AziR_reorientated_DnaA,2333468,2333759,=>,Outer membrane porin OmpD,CDS,Outer membrane porin OmpD
DH5a_AziR_reorientated_DnaA,2333782,2334739,=>,Putative glycoportein,CDS,Putative glycoportein
DH5a_AziR_reorientated_DnaA,2334777,2335113,=>,Putative glycoportein,CDS,Putative glycoportein
DH5a_AziR_reorientated_DnaA,2335436,2336825,=>,Nitrate/nitrite transporter NarU,CDS,Nitrate/nitrite transporter NarU
DH5a_AziR_reorientated_DnaA,2336906,2340647,=>,Respiratory nitrate reductase alpha chain,CDS,Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
DH5a_AziR_reorientated_DnaA,2340643,2342188,=>,Respiratory nitrate reductase beta chain,CDS,Respiratory nitrate reductase beta chain (EC 1.7.99.4)
DH5a_AziR_reorientated_DnaA,2342187,2342883,=>,Respiratory nitrate reductase delta chain,CDS,Respiratory nitrate reductase delta chain (EC 1.7.99.4)
DH5a_AziR_reorientated_DnaA,2342879,2343560,=>,Respiratory nitrate reductase gamma chain,CDS,Respiratory nitrate reductase gamma chain (EC 1.7.99.4)
DH5a_AziR_reorientated_DnaA,2343638,2344532,=>,Phenazine biosynthesis protein PhzF like,CDS,Phenazine biosynthesis protein PhzF like
DH5a_AziR_reorientated_DnaA,2344627,2345473,<=,N-hydroxyarylamine O-acetyltransferase,CDS,N-hydroxyarylamine O-acetyltransferase (EC 2.3.1.118)
DH5a_AziR_reorientated_DnaA,2345645,2346215,=>,NAD,CDS,NAD(P)H-flavin oxidoreductase
DH5a_AziR_reorientated_DnaA,2346211,2346445,<=,Tautomerase PptA,CDS,Tautomerase PptA
DH5a_AziR_reorientated_DnaA,2346544,2347681,<=,"H repeat-associated protein, YhhI family",CDS,"H repeat-associated protein, YhhI family"
DH5a_AziR_reorientated_DnaA,2348164,2348911,<=,"H repeat-associated protein, YhhI family",CDS,"H repeat-associated protein, YhhI family"
DH5a_AziR_reorientated_DnaA,2349092,2349575,<=,Uncharacterized protein YdcD,CDS,Uncharacterized protein YdcD
DH5a_AziR_reorientated_DnaA,2349558,2351607,<=,RhsE protein,CDS,RhsE protein
DH5a_AziR_reorientated_DnaA,2352344,2352557,<=,Uncharacterized protein YncH,CDS,Uncharacterized protein YncH
DH5a_AziR_reorientated_DnaA,2352632,2353250,<=,Uncharacterized GST-like protein yncG,CDS,Uncharacterized GST-like protein yncG
DH5a_AziR_reorientated_DnaA,2353516,2355016,=>,L-asparagine permease,CDS,L-asparagine permease
DH5a_AziR_reorientated_DnaA,2355128,2356190,<=,Uncharacterized protein YncE,CDS,Uncharacterized protein YncE
DH5a_AziR_reorientated_DnaA,2356431,2358534,=>,Probable tonB-dependent receptor yncD precursor,CDS,Probable tonB-dependent receptor yncD precursor
DH5a_AziR_reorientated_DnaA,2358569,2359235,<=,"Transcriptional regulator YncC, GntR family",CDS,"Transcriptional regulator YncC, GntR family"
DH5a_AziR_reorientated_DnaA,2359432,2360470,<=,Putative oxidoreductase YncB,CDS,Putative oxidoreductase YncB
DH5a_AziR_reorientated_DnaA,2360587,2361169,=>,L-amino acid N-acyltransferase MnaT,CDS,L-amino acid N-acyltransferase MnaT
DH5a_AziR_reorientated_DnaA,2361165,2361615,=>,Inner membrane protein YdcZ,CDS,Inner membrane protein YdcZ
DH5a_AziR_reorientated_DnaA,2361615,2361849,<=,Uncharacterized protein YdcY,CDS,Uncharacterized protein YdcY (not antitoxin to OrtT)
DH5a_AziR_reorientated_DnaA,2361934,2362183,<=,Orphan toxin OrtT,CDS,Orphan toxin OrtT
DH5a_AziR_reorientated_DnaA,2362494,2363919,<=,4-aminobutyraldehyde dehydrogenase,CDS,4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)
DH5a_AziR_reorientated_DnaA,2363940,2364735,<=,ABC transporter permease protein YdcV,CDS,ABC transporter permease protein YdcV
DH5a_AziR_reorientated_DnaA,2364724,2365666,<=,ABC transporter permease protein YdcU,CDS,ABC transporter permease protein YdcU
DH5a_AziR_reorientated_DnaA,2365666,2366680,<=,ABC transporter ATP-binding protein YdcT,CDS,ABC transporter ATP-binding protein YdcT
DH5a_AziR_reorientated_DnaA,2366697,2367843,<=,ABC transporter periplasmic-binding protein YdcS,CDS,ABC transporter periplasmic-binding protein YdcS
DH5a_AziR_reorientated_DnaA,2368087,2369494,<=,"DNA-binding transcriptional regulator, MocR fam",CDS,"DNA-binding transcriptional regulator, MocR family / aminotransferase domain"
DH5a_AziR_reorientated_DnaA,2369572,2370010,<=,Antitoxin HicB,CDS,Antitoxin HicB
DH5a_AziR_reorientated_DnaA,2370034,2370211,<=,Probable mRNA interferase HicA,CDS,Probable mRNA interferase HicA
DH5a_AziR_reorientated_DnaA,2370253,2370376,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2370492,2370663,=>,Uncharacterized protein YncJ,CDS,Uncharacterized protein YncJ
DH5a_AziR_reorientated_DnaA,2370754,2372758,<=,Uncharacterized protease YdcP,CDS,Uncharacterized protease YdcP
DH5a_AziR_reorientated_DnaA,2372788,2373325,<=,"Transcriptional regulator yidN, Cro/CI family",CDS,"Transcriptional regulator yidN, Cro/CI family"
DH5a_AziR_reorientated_DnaA,2373416,2374592,=>,Benzoate transport protein,CDS,Benzoate transport protein
DH5a_AziR_reorientated_DnaA,2374631,2375780,<=,Putative transposase InsQ for insertion sequenc,CDS,Putative transposase InsQ for insertion sequence element IS609
DH5a_AziR_reorientated_DnaA,2375847,2376135,=>,Mobile element protein,CDS,Mobile element protein
DH5a_AziR_reorientated_DnaA,2376371,2377040,<=,Uncharacterized membrane lipoprotein clustered,CDS,Uncharacterized membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB
DH5a_AziR_reorientated_DnaA,2377071,2377191,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2377341,2377935,<=,Tellurite methyltransferase,CDS,Tellurite methyltransferase (EC 2.1.1.265)
DH5a_AziR_reorientated_DnaA,2377931,2378936,<=,Tellurite resistance protein TehA,CDS,Tellurite resistance protein TehA
DH5a_AziR_reorientated_DnaA,2379047,2380028,=>,FIG005189: putative transferase clustered with,CDS,FIG005189: putative transferase clustered with tellurite resistance proteins TehA/TehB
DH5a_AziR_reorientated_DnaA,2380019,2380559,<=,Ribosomal-protein-L7p-serine acetyltransferase,CDS,Ribosomal-protein-L7p-serine acetyltransferase
